track_id,Name,ai_length,ai_indoor,ai_outdoor,reasoning
395,Offroad Kids Otterwisch,,,,"The provided WEBSITE CONTENT is for 'Off Road Kids Stiftung', a charity focused on helping homeless children and young adults, and contains no information about a karting facility. The CUSTOMER REVIEWS section is empty. Therefore, no data about 'Offroad Kids Otterwisch' karting track could be extracted from the given sources."
320,Kartarena Niederkrüchten ST Motorsport Performance GmbH,,True,False,"The website does not explicitly state the track length in meters. The company name 'RS Speedworld Indoor-Karting GmbH' clearly indicates it is an indoor facility. There is no mention of an outdoor track; 'Außenanlage' refers to an outdoor seating area for the bistro, not a track. There is no information suggesting a multi-level track; the description of 'jeden Monat eine neue Streckenführung' (new track layout every month) using flexible 'RS Mini-Guard' barriers implies a single-level, reconfigurable design."
98,Indoor Karting Lommel,,True,False,"The website explicitly mentions 'Indoor Karting Lommel' multiple times, indicating it is an indoor facility with no mention of an outdoor track. A section on the website titled 'Meter Circuit' has no corresponding value, meaning the track length is not provided. No information regarding multiple levels was found in either source."
161,Lap's Kart Center,,True,False,"Track length and multilevel features are not mentioned in the provided website content or customer reviews. The kart track ('KARTBAHN') is listed on the website among other typical indoor attractions (ESCAPE ROOM, LASERTAG, PIXEL GAMES, SIM RACING, RESTAURANT), strongly implying it is an indoor facility. There is no mention of an outdoor track in either source."
391,Kartbahn Wuppertal,480.0,True,False,The website explicitly states: 'unsere Kartbahn auf 480 Metern eine einzigartige Strecke bietet' and '480 m pro Runde'. It also mentions 'Indoor-Rennstrecke' and no outdoor track. There is no information suggesting it is multi-level.
13,Kartcentrum Zwolle,,False,True,"Length: No specific track length was mentioned in either the website content or the customer reviews. Indoor: The website states 'ECHT KARTEN DOE JE BUITEN' (Real karting you do outside), and customer reviews consistently refer to it as an 'outdoor track', with no mention of indoor facilities. Outdoor: Explicitly stated as 'Mooie buitenkartbaan' (Beautiful outdoor kart track) by a reviewer on the website and confirmed as 'great outdoor track' in the customer reviews. The website's slogan 'ECHT KARTEN DOE JE BUITEN' further reinforces this. Multilevel: No information regarding multiple levels, bridges, or tunnels was found in either source."
9,ZERO55,,True,False,"The website lists activities such as 'E-KARTEN', 'LASERTAG', 'X-CUBE', and 'INTERACTIEF DARTEN', which are typically housed in an indoor facility. Customer reviews also mention playing 'laser tag and karting here' within 'good areas', reinforcing the indoor nature. There is no information in either source to suggest an outdoor track or a multilevel track, nor any specific track length."
1609,TeamSport Go Karting,1000.0,True,False,"The website explicitly states 'MULTI-LEVEL 1000M GO KART TRACK', 'biggest, best, fastest indoor circuit in the West Midlands over 1000m!', and 'longest elevated section of track in the UK'. Customer reviews also confirm 'massive 1000m multi-level track'."
2088,Rowrah Circuit,,False,True,"Length: Neither the website content nor the customer reviews provide specific information regarding the track length in meters. 
Indoor: Customer reviews explicitly state it's 'totally different from indoor karting'. Website content refers to it as an open 'circuit' in 'Cumbria', which are characteristics of an outdoor facility. 
Outdoor: Website content refers to the 'Lakeland Circuit' in 'Cumbria'. Customer reviews mention it's 'totally different from indoor karting', 'build in a quarry', and offers 'excellent viewing areas around the track', all strongly indicating an outdoor track. 
Multilevel: No information in either the website content or customer reviews suggests that the track is multi-level. Mentions of 'raised area' refer to viewing points, not the track itself."
322,Nordseering,,False,True,"Track length is not mentioned in either the website content or customer reviews. The 'is_outdoor' flag is set to true based on a customer review explicitly stating 'an outdoor track has the disadvantage of being quite weather-sensitive'. Consequently, 'is_indoor' is set to false as there is no mention of an indoor track. There is no information in either source to suggest the track is multilevel."
244,Kartcenter Rostock,,True,False,"The website explicitly mentions 'einer der größten Hallenkartbahnen Deutschlands' (one of the largest indoor kart tracks in Germany), confirming it's indoor. No specific length in meters is provided, leading to 'null'. The absence of any mention of outdoor or multi-level tracks in both sources, combined with the explicit indoor description, leads to 'false' for those fields."
1584,Formula Karting,,False,False,"The provided website content only states the facility is closed due to a fire and offers contact information. There are no customer reviews provided. Therefore, no information about the track's length, indoor/outdoor status, or multi-level features could be extracted from the given sources."
1953,Tractor Ride,,False,True,"Length is unknown as no explicit number is provided in either source. Indoor is false and outdoor is true because the review states 'there are animals such as goats just to the side of the ride, so you can see them while going around the track,' strongly implying an outdoor setting. There is no information to suggest the track is multilevel."
1952,Flamingo 1,,False,False,"Neither the provided website content for 'Flamingo Land' nor the customer reviews mention 'Flamingo 1' or any specific karting track facilities. The content focuses on a theme park, zoo, and holiday resort amenities, with no information about karting."
1677,Go Cart Track,,False,True,The facility's name 'Tockwith Outdoor Karting' clearly indicates it is an outdoor track. No information regarding track length or whether it is multilevel was found in either the provided website content or customer reviews. The 'is_multilevel' is set to false with low confidence due to the absence of any supporting information.
2419,Oliver's Mount Racing Circuit,,False,True,"Track length is not mentioned in either the website content or the customer reviews. The website describes Oliver's Mount as 'England’s only natural ‘road’ race track,' confirming it is an outdoor facility, a fact further supported by customer reviews mentioning 'changing weather' and the inability to 'predict the weather.' The website also notes the track is 'challenging undulating,' and customer reviews explicitly state 'lots of elevation changes,' indicating a multi-level course."
209,Eco Kart Kiel,,True,False,"The website explicitly states 'Unsere Kartbahn ist die modernste und innovativste Indoor Kartbahn'. Customer reviews further support this by mentioning a 'Gepflegte Halle' (well-maintained hall). There is no mention of an outdoor track. Track length and whether the track is multilevel are not specified in either the website content or the customer reviews, leading to low confidence for these specific fields and thus an overall low confidence for the complete track data."
1088,quad avenue - src karting,,False,True,"The website content shows a placeholder '000m LONGUEUR' but no actual track length is provided. Both the website and reviews consistently describe an outdoor track: website mentions 'faune et flore', 'étang', 'coins ombragés et fleuris', and 'piste serpente au cœur d'un décor atypique'; reviews mention 'sprinklers' to wet the track. There is no information in either source to suggest the track is indoor or multilevel."
204,Hallenkartbahn Stralsund,,True,False,"The website explicitly lists 'Stralsund (indoor)'. Customer reviews describe the track as 'short' and 'small', but no specific length in meters is provided by either source. There is no information from either source to indicate the track is multilevel."
2416,Windermere Motor Boat Racing Club,,False,True,"The provided content describes the 'Windermere Motor Boat Racing Club' which hosts powerboat races on Windermere lake. There is no information in the website content or customer reviews indicating the presence of a karting facility or a karting track. The 'track' refers to a water course on the lake, which is an outdoor, non-multilevel environment. No specific length in meters for this water course is provided."
2404,Simply Gym,,False,False,"The provided 'WEBSITE CONTENT' and 'CUSTOMER REVIEWS' are exclusively about 'JD Gyms Rugby', a fitness facility. There is no information or mention of a karting facility or track within the given text."
412,Go-Kart und Quad Bahn Bergen,,False,True,"Track length is not mentioned on the website or in reviews. There is no information suggesting a multilevel track. The facility is inferred to be outdoor because a review states it's a good option 'especially on a rainy day when beach weather wasn't an option', which implies it's an outdoor activity suitable for such conditions. Additionally, the website's extensive display of seasonal opening hours across various months (including closures) is consistent with an outdoor operation, with no mention of indoor facilities."
1950,Craigavon 5th scale model car stadium,,,,"No data available (scrape failed, no reviews)"
2418,Kirkistown Racing Circuit,2462.0,False,True,"The website explicitly states the 'Total length 1.53 miles' for the main circuit (1.53 miles converts to approximately 2462 meters). Both the website (listing outdoor events like car racing, rallies, and track days) and customer reviews ('always cold so bring a coat') confirm it is an outdoor track. While the website mentions a 'Debtor’s Dip', a customer review states 'The circuit is flat', indicating it is not a multi-level track where one section crosses over another."
1765,Superdrive - Karting Track,,,,"No data available (scrape failed, no reviews)"
273,Schleswig-Ring,620.0,False,True,"The website's 'Kartbahn' subpage explicitly states 'Länge der Strecke ca. 620m'. The website also mentions 'Winterpause!' and operating 'nur bei gutem Wetter' (only in good weather), while reviews note the track was 'slippery' when 'raining', all indicating an outdoor track. Neither the website nor the reviews mention any multi-level sections, bridges, or tunnels; only a 'Steilkurve' (banked turn) is noted as a track feature."
245,Hanse Gokart Racing,,True,False,"The customer reviews describe the track as 'overcrowded' where 'adults with a blood alcohol level of 0.2% were standing next to 10-year-old children', strongly suggesting a contained, indoor environment where proximity and crowd control are issues. The website's news item about flying a drone 'through' the kart track also aligns well with an indoor facility. Consistent opening hours further support an indoor setting. No information about length or multiple levels was found."
418,Kartbahn Dargelin,,False,True,"The website explicitly states 'Dargelin (outdoor)'. Customer reviews corroborate this, mentioning 'dilapidated outdoor facilities'. No specific track length is provided in either source, though one review vaguely mentions a 'small kart track'. There is no information in either source to suggest the track is multi-level."
1774,TeamWorks Karting,,True,False,"The website explicitly states 'A fantastic indoor circuit' and mentions 'unbelievably fast indoor karts'. Neither the website nor the reviews provide a specific track length, though reviews mention 'track isn’t the biggest' and 'small track'. There is no mention of an outdoor or multi-level track in either source, so these are assumed false based on absence of evidence."
1622,Trax Karting,1500.0,False,True,"The website explicitly states the track is '1.5km of outdoor racing exhilaration' and refers to users driving 'around our 1.5km circuit'. It repeatedly describes itself as an 'outdoor race track' and facility for 'Outdoor karting', with no mention of an indoor or multilevel track. Customer reviews also reinforce the 'outdoor racing' aspect."
571,Kinder-Elektrokartbahn,200.0,False,False,"The track length of 'about 200m long' is explicitly mentioned in one review. There is no website content provided. For 'is_indoor', 'is_outdoor', and 'is_multilevel', the reviews provide no explicit information confirming these features. Therefore, they are set to false, indicating an absence of evidence for their presence. The overall confidence is Medium due to the explicit length but inferred status of other track characteristics."
293,Speedykart-Kartbahn,,True,True,"The website explicitly identifies different track locations as either indoor (Stralsund) or outdoor (Dargelin, Neubrandenburg), leading to both 'is_indoor' and 'is_outdoor' being true. No specific track length in meters or information regarding a multilevel design was found in either the website content or the customer reviews, though one review vaguely described a track as 'short'."
1600,Team Karting,,True,False,"The website explicitly and repeatedly states that the track is 'indoor' and 'Greater Manchester’s only full-tarmac and all petrol go kart indoor karting circuit', confirming 'is_indoor' as true and 'is_outdoor' as false due to the lack of any mention of an outdoor track. No specific track length in meters was provided in either the website content or the customer reviews, only that it is 'the longest... indoor go kart track in the North West', thus 'length_meters' is null. Neither source provides any indication that the track is multi-level (e.g., ramps, multiple floors), leading to 'is_multilevel' being false. The overall confidence is 'Medium' because while the indoor/outdoor status is very clear, a key piece of information (track length) is entirely missing."
183,Motodrom Schwerin,,False,True,"The customer reviews consistently describe outdoor car shows and meetups held at 'Motodrom Schwerin', with phrases like 'nothing covered' and discussions about 'rainy' weather. This strongly suggests the venue is primarily outdoor. However, no specific details about a karting track's length or whether it is multilevel are provided in the reviews, as they focus entirely on car-related events."
1767,TeamSport Preston,,True,False,"Website describes the facility as 'indoor karting' with a 'multi-level' track designed over 'three awesome floors'. It mentions two tracks, one multi-level and a 'Combat Karts' track which is '500M +', but the specific length of the main multi-level adult track is not provided. There is no mention of an outdoor track."
1682,TeamSport Hull,400.0,True,False,The website explicitly states '400m E-karting track' and refers to itself as an 'INDOOR GO KARTING TRACK'. It also lists 'MULTI-LEVEL' as a track feature. Customer reviews corroborate the multi-level aspect with comments like 'loose all speed on the incline and don'tget any joy on the decline'.
1797,Hull Karting,,False,True,"Track length is not mentioned in either the website content or customer reviews. The track is outdoor as confirmed by a customer review stating, 'good place for 40mph gokarting (don't use at night!) good in the day, but the opposite at night,' indicating reliance on daylight. The website also mentions a 'high ropes course spanning across a karting track,' which implies an outdoor, open-air environment. The track is not multilevel; the high ropes course spans *across* it, meaning the karting track itself is a single level below the ropes."
2296,TeamSport Bradford,580.0,True,False,"The website explicitly states '580m' and 'Multi-Level indoor go karting track' multiple times. The customer reviews section also features a blurb mentioning '580M TRACK' and 'MULTI-LEVEL', and user reviews confirm 'on 2 floors' and 'two levels'. No mention of an outdoor track was found."
564,Mini-GoKard-Bahn,,True,False,"The website explicitly refers to the facility as an 'INDOOR-KARTBAHN' and mentions driving 'In dieser Halle,' confirming it is an indoor track with no indication of an outdoor component. The track length is not provided in any part of the website content or customer reviews. There is no mention or description in either source that suggests the track is multilevel; therefore, it is inferred to be single-level."
1681,TeamSport Leeds,580.0,True,False,"The website explicitly states 'RACE ON OUR AWESOME 580M GO KART TRACK' and 'Our Leeds go karting venue boasts the longest indoor circuit in Yorkshire - with over 580m of racing tarmac'. It also mentions 'WITH A FLYOVER', 'hair-raising bridges, and awesome tunnels', and a 'wicked underpass', confirming it is multi-level. Customer reviews reinforce it as the 'best indoor track in leeds'."
1798,BUMPs,,False,False,"The provided 'WEBSITE CONTENT' is entirely about Northern Lincolnshire and Goole NHS Foundation Trust and contains no information about 'BUMPs' or any karting facility. The 'CUSTOMER REVIEWS' section is empty. Therefore, no track data could be extracted from the provided sources."
1848,Formulakart,750.0,False,True,"The website explicitly states a 'challenging 750m track' on both the main and 'About' pages. The outdoor nature is strongly implied by the website's description ('North Promenade', 'bowl-shaped arena', 'stroll up the North Promenade') and confirmed by reviews mentioning 'horrible weather' and 'the track was wet'. There is no mention of multiple levels in either the website content or the customer reviews."
207,Indoorkart Usedom,,,,"The provided WEBSITE CONTENT is a general tourism guide for Usedom and does not contain any mention of 'Indoorkart Usedom' or any karting facility. The CUSTOMER REVIEWS section is empty. Therefore, no precision track data could be extracted from the given sources."
1583,Action Karts,,,,"No data available (scrape failed, no reviews)"
212,Go kart Gramkow,200.0,False,True,"One review explicitly states the track is 'about 200m long'. There are no mentions of multiple levels in any review. For indoor/outdoor, the reviews do not explicitly state, but the descriptions of 'a lovely little track' and the ability to 'sit and enjoy a drink while watching the track', without any mention of a roof or enclosure, suggest it is an outdoor track. No keywords implying an indoor facility were found."
2230,Kart Track,,False,True,The website domain 'tockwithoutdoorkarting.com' and the location 'Tockwith Airfield' explicitly indicate an outdoor track. No track length or multilevel features were mentioned in either the website content or the customer reviews.
1785,Lakeland Karting,550.0,False,True,"The website content explicitly states '550m outdoor go-kart track'. There is no mention of indoor or multilevel features, indicating it is a single-level outdoor track."
760,Karting Indoor,,True,False,"The website repeatedly names the facility 'Karting Indoor Provence', confirming it is an indoor track. No information regarding track length in meters or whether it is multi-level was found in either the website content or customer reviews. The absence of any mention of an outdoor track, combined with the 'Indoor' designation, indicates it's not an outdoor facility."
1589,Wombwell Karting,,False,True,The track length is not mentioned in either the website content or the customer reviews. The address 'Athletic Stadium' from the website and the phrase 'great day out' from the reviews strongly indicate an outdoor track. There is no information in either source to suggest the track is indoor or multilevel.
1804,TeamSport Stockton,500.0,True,False,The website explicitly states it is an 'incredible 500m indoor go karting track' and 'MULTI-LEVEL' / 'Spread across two levels'. Customer reviews also confirm the track is 'on two levels'. There is no mention of an outdoor track.
2257,Larkhall Circuit,1140.0,False,True,"The website explicitly states: 'Recently the track has gone through major refurbishment including the track being extended to 1140 metres'. The description of an 'international circuit' hosting 'British Championships' confirms it is an outdoor track. There is no mention of an indoor track, only indoor viewing areas, nor any mention of multi-level features in either source."
1704,Cambuslang Karting,450.0,True,False,The website content explicitly states 'With a whopping 450m track' and '450M TRACK' multiple times. It also refers to itself as 'Scotland's longest and fastest indoor go karting track' and 'ultimate indoor go karting centre'. The website also clearly mentions 'MULTI-LEVEL' and 'features a huge mezzanine level'.
1631,TeamSport Go Karting Glasgow,450.0,True,False,"The website explicitly states '450m track' multiple times. It consistently refers to the facility as an 'indoor go karting track' and 'ultimate indoor go karting centre', with no mention of an outdoor karting track (the adjacent laser tag is a separate, outdoor activity). The website also lists 'MULTI-LEVEL' as a feature and mentions the track features 'a huge mezzanine level'."
2401,VR Simulators,,True,False,"The facility 'VR Simulators Glasgow' is a virtual reality racing centre, not a physical go-karting track. It provides 'over 85 real life circuits' or 'over 50 different tracks' virtually, not a single physical track. Therefore, a specific length in meters for 'the track' cannot be determined. The business operates from a physical address (36 Gallowgate, G1 5AB) with specific opening hours, indicating it is an indoor venue. There is no mention of any outdoor racing or physical track components, and the concept of a multilevel track does not apply to a non-physical racing environment."
2012,TeamSport Glasgow Clydebank,400.0,True,False,"The website explicitly states '400M TRACK', describes it as 'one of the largest and most challenging indoor venues', and refers to it as an 'INDOOR GO KARTING TRACK'. It also clearly mentions 'MULTI-LEVEL ELECTRIC GO KARTING TRACK' and lists 'MULTI-LEVEL' as a feature."
1613,Xtreme Karting Edinburgh,,True,False,"The website explicitly refers to 'indoor go karting centres' and 'Central Scotland’s largest indoor karting track' for Edinburgh. Customer reviews also mention 'an awesome indoor gokart track'. No mention of outdoor facilities is found. Multiple customer reviews for the Edinburgh location consistently state the track is 'across 2 levels', 'split over 2 levels', and 'remodelled to include an upper level'. No specific track length in meters is provided in either source."
2417,Knockhill Racing Circuit,500.0,False,True,The website explicitly states: 'Race your mates on our purpose-built 500m outdoor karting track!'. There is no mention of an indoor or multilevel track.
1632,Knockhill Karting,500.0,False,True,The 'Knockhill Karting' section on the website explicitly states: 'Race your mates on our purpose-built 500m outdoor karting track!'
1901,East of Scotland Kart Club,,False,True,"The website describes the facility as a 'circuit' and mentions operating hours including 'Dusk in Winter', strongly implying an outdoor track. Reviews mention 'minimoto' and 'supermoto' which are typically used on outdoor circuits. No information in either source indicates an indoor or multilevel track, nor is a specific track length provided."
1598,TeamSport Go Karting Dundee,400.0,True,False,"The website explicitly states '400M GO KART TRACK IN DUNDEE' and 'HOW TO FIND TEAMSPORT DUNDEE INDOOR GO KARTING TRACK'. Reviews confirm it's an 'indoor track'. There is no mention of an outdoor or multi-level track in either source, and descriptions of 'hairpins and speedy straights' do not imply multi-level."
1661,Kids Racing Track,500.0,False,True,The website explicitly states: 'Race your mates on our purpose-built 500m outdoor karting track!'
1596,Codonas Karting,,False,True,"The website explicitly names the attraction as '3-Level Karting', indicating it is multi-level. The karting is listed as 'Open Friday evenings, Saturdays and Sundays. Weather dependant.', which is a strong indicator that it is an outdoor track. Furthermore, karting is not included in the list of activities under 'INDOOR VENUE'. Although it is mentioned as part of an 'INDOOR FULLY-LOADED DEAL', the 'Weather dependant' clause and exclusion from the indoor venue list override this minor ambiguity. No information regarding track length was found."
2342,Centro Deportibo Simeon Antonio,,,,"Neither the provided website content nor the customer reviews contained any information regarding the track's length, whether it is indoor or outdoor, or if it is multilevel."
619,Le Karting,717.0,False,True,"The website explicitly states that 'Karting Guyane' (the karting facility) offers 'une piste de 717 mètres homologuée'. The context of being 'À proximité du circuit de motocross' (a natural outdoor track) and no mention of indoor or multilevel features strongly suggests it is an outdoor, single-level track."
1602,Aviemore Kart Raceway,,False,True,The website explicitly states 'Outdoor Go Karting in the Heart of the Scottish Highlands'. No track length or multi-level features are mentioned in either the website content or customer reviews.
2086,Smart Kart Raceway,500.0,False,True,"The website explicitly states 'our fast but technical 500m track'. Both the website ('FLOODLIT, OUTDOOR & ALL WEATHER KARTING') and customer reviews ('this outdoor track') confirm it is an outdoor facility. There is no mention in either source of an indoor or multi-level track."
697,Buggs Buggy 974,,False,True,"The provided website content was empty. The customer reviews consistently describe a 'buggy ride' on 'trails' with 'fabulous landscapes' and 'bumpy rides', explicitly calling it an 'outdoor activity'. This indicates a guided off-road buggy experience rather than a traditional karting track with a measurable fixed length. Consequently, no specific track length in meters is mentioned. There is no information suggesting any indoor facilities or multilevel track design."
1670,Karting Track,1200.0,False,True,The website's 'OUTDOOR TRACK' section explicitly states 'Length 1200m' for the main circuit. It also repeatedly identifies itself as an 'Outdoor Track' and mentions 'Outdoor Karting Events'. Customer reviews also imply an outdoor setting with a mention of a 'cold weekend'. No information was found to suggest an indoor or multilevel track.
1595,KartSport Indoor Karting,240.0,True,False,The website explicitly states the facility uses 'our 240 metre indoor race arena'. There is no mention of an outdoor or multi-level track.
1724,TeamSport Newcastle,500.0,True,False,"The website explicitly states: 'TeamSport Newcastle boasts two epic tracks under one roof – a 500m multi-level circuit' and 'The standout attraction at TeamSport Newcastle is the multilevel circuit, which spans 500 meters'. It also repeatedly refers to it as 'indoor go karting'."
627,Circuit Quad,1500.0,False,True,"The website explicitly states 'le plus grand circuit d’Occitanie d’1,5 km', which converts to 1500 meters. The description of activities like 'en forêt', 'sentier de randonnée', 'à travers champs et forêts', and 'tout terrain' (all-terrain), along with review mentions of 'circuit through the forest, trails, and roads', strongly confirm it is an outdoor facility. There is no information suggesting it is indoor or multilevel."
1998,Ironworks Straight,,,,"No information about 'Ironworks Straight' or any karting facility was found in the provided website content or customer reviews. The website content pertains to a legal technology company (Dye & Durham), and the customer reviews section is empty."
1923,Teesside Autodrome,2100.0,False,True,"The website states 'teesside autodrome is a perfect test circuit at 2.1km' and under the 'Karting' section claims 'world's longest kart circuit', implying the main adult kart track is 2.1km (2100m). Both website content ('open testing', 'winter events') and customer reviews ('parking on rough surface but good even in the wet') strongly indicate an outdoor facility. There is no information in either source to suggest the track is multilevel."
2179,Nutts Corner Circuit,,False,True,"Length is unknown as neither the website nor reviews provide specific track dimensions. The track is outdoor, explicitly stated by reviews: 'you are outside in all weather and it's absolutely freezing, with very little shelter. there is a food van there but this is also outdoor eating in all weather'. There is no information in either source to suggest the track is multilevel."
2272,OffRoad Explorers,,False,True,"The website describes a 'dedicated 26-acre off-road course' and 'Lakes Adventure' on 'remote Lake District trails', with features like 'Steep Slopes', 'Steep Hills', 'Mud bogs', and 'Rocks'. Customer reviews corroborate the outdoor setting with mentions of 'scenery' and 'off roading'. No information suggests an indoor track. While the course has significant elevation changes ('Steep Slopes', 'Steep Hills'), it is not described as structurally 'multi-level' with distinct overlaid sections typical of some kart tracks. No linear length in meters is provided for any track, only the total area of the main course."
2273,Go-Karts & Street Karts,,False,True,"Website content was empty. Reviews indicate an outdoor track because a user mentioned 'the track was socked and couldn’t even drive without spinning out', implying it was wet from rain. No information regarding track length or multiple levels was found in the reviews."
525,FöhrRing Kartbahn,560.0,False,True,"The website explicitly states the track is '560m langen Outdoor-Strecke'. Both the website (e.g., 'DEUTSCHLANDS NÖRDLICHSTE OUTDOOR E-KARTBAHN') and reviews ('great outdoor track!') confirm it is an outdoor facility. There is no information in either source to suggest it is multi-level, hence it's assumed to be single-level."
1803,West Coast Indoor Go-Karting,,True,False,"The facility name 'West Coast Indoor Go-Karting' clearly indicates it is an indoor track. No information about track length or multi-level design was found in the provided reviews. One review mentioned the 'track was socked', which could imply wet conditions, but this is interpreted as an indoor incident (e.g., spill) rather than an outdoor track, given the explicit 'Indoor' in the facility name and lack of other outdoor references."
1786,Horse Racing Gallops,,,,"No data available (scrape failed, no reviews)"
1764,Pits,,False,False,"The provided 'WEBSITE CONTENT' was empty. The 'REVIEWS' content describes a park/pond (mentioning water, ducks, dog walks, and a car park) and contains no information relevant to a karting track, its length, indoor/outdoor status, or whether it is multilevel. Therefore, no track-specific data could be extracted from the given sources."
2087,Need 4 Speed Karting,,True,False,"No specific track length is mentioned in either the website content or the customer reviews. The website explicitly states 'LOOKING FOR INDOOR KARTING IN NORTHERN IRELAND? YOU HAVE COME TO THE RIGHT PLACE', confirming it is an indoor facility and implying it is not outdoor. There is no information in either source (website or reviews) to suggest the track is multi-level."
2347,My Fit Simply,,False,False,"The provided WEBSITE CONTENT is empty. The CUSTOMER REVIEWS consistently describe 'My Fit Simply' as a 'gym' or 'fitness center' (e.g., 'my fit gym', 'charged me 98 euros to go to the gym', 'nice and clean gym', 'great gym', 'very nice room, very good equipment'). There is no mention of a karting track or any related features (length, indoor/outdoor status, multi-level) in the provided text."
2085,Top Gear Karting,200.0,True,False,The website's 'The Track' section explicitly states 'Track Length: 200m'. The website also states 'Our karting track is completely indoor' and reviews corroborate this ('a great indoor track'). There is no mention of an outdoor or multilevel track.
1918,Karting North East,1200.0,False,True,"The website explicitly states '1200m karting circuit' for the main adult track. It consistently refers to an 'OUTDOOR TRACK', which is corroborated by reviews mentioning a 'cold weekend'. There is no mention of an indoor or multi-level track in either source."
1743,Raceview Karting,,True,True,The website explicitly mentions 'Kids Electric Sela Karts operate on an outdoor track. This track is exclusive to these Sela karts!'. A customer review states 'excellent indoor track'. No information regarding track length or multi-level design was found.
1850,F1K - Indoor Karting,,,,"No data available (scrape failed, no reviews)"
2413,Simon Coles Fitness Services,,,,"The provided website content and customer reviews are for 'Newcastle City Baths', a fitness center, spa, and swimming pool. There is no information or mention of 'Simon Coles Fitness Services' being a karting facility, nor are there any details about a karting track in the provided data. Therefore, the requested track-specific details cannot be extracted."
2355,Simfactory,,True,False,"Both the website and customer reviews consistently describe Simfactory as a 'simulator' facility (e.g., 'SIMFACTORY SIMULATEURS DE PILOTAGE', 'f1 simulator', 'semi-pro simulators'), not a physical karting track. Therefore, there is no physical track length to extract. The facility is clearly indoor, with an 'ESPACE BAR' mentioned on the website and reviews describing a 'nicely decorated atmosphere' and 'paddock as soon as we arrived'. There is no mention of outdoor or multilevel facilities."
574,Jumicar Ostholstein,,False,True,"No specific track length, indoor, or multilevel features are mentioned in the provided website content or customer reviews. The 'is_outdoor' flag is set to true based on the typical operational model of 'Jumicar' (junior car) facilities, which are generally outdoor driving courses for children, and the absence of any indication otherwise."
344,Kartbahn Brookmerland Erwachsene,,False,True,The website states 'Auch bei Regen geöffnet!' (Also open in the rain!) and recommends 'Wärmende Handschuhe mit Grip empfehlenswert' (Warm gloves with grip recommended). These details strongly suggest an outdoor track where weather conditions and temperature variations are relevant. No track length or multi-level information was provided.
200,Burnout Celler Kartbahn,500.0,True,False,"Track length: A customer review states the track is '~500m long'. The website mentions a '100m more Strecke' as a new section, implying the total length is around this figure. Is Indoor: The website describes 'Discobeleuchtung und Nebel' (disco lighting and fog) and a track with a 'zweiten Ebene inkl. Steilkurve in 6 Meter höhe und eine seperate Brücke und Tunnel', which are characteristics of an indoor track. There is no mention of outdoor elements. Is Outdoor: No information in either source suggests an outdoor track. Is Multilevel: The website explicitly states 'Mit unserer zweiten Ebene inkl. Steilkurve in 6 Meter höhe und eine seperate Brücke und Tunnel' and 'Ab sofort ist unsere 2. Ebene offiziell eröffnet!'. Reviews also confirm a 'superb track on two levels'."
1665,Anglia Karting Centre,1030.0,False,True,The website explicitly states: 'Anglia Karting hosts two of the most amazing outdoor karting race tracks which can be combined to make a 1.03km'. It also repeatedly refers to itself as 'The Ultimate Outdoor Karting Experience'. There is no mention of indoor or multi-level tracks.
1871,Sector 1,,,,"No data available (scrape failed, no reviews)"
2410,Vector Virtual Reality,,,,"The provided website content is for a domain sale (vectorvr.co.uk) and mentions 'Vector Virtual Reality'. It contains no information describing a physical karting facility or any details about a track (length, indoor/outdoor, multilevel). No customer reviews were provided."
1808,Daytona Tamworth,,False,True,"Website explicitly labels 'TAMWORTH Outdoor Karting'. Customer reviews mention racing in 'heavy rain' and 'wet puddles', confirming it's an outdoor track. No information regarding track length or multi-level design for Tamworth was found in either source, thus length is null and multi-level is inferred as false due to lack of mention."
1771,PF International,,False,True,"The website explicitly states 'PF INTERNATIONAL IS THE UK'S PREMIER OUTDOOR KARTING CIRCUIT' and 'UK's largest outdoor karting circuit', indicating it is outdoor and not indoor for karting. It also mentions 'an extension was added on to the track including a bridge', which confirms a multilevel design. No specific track length in meters was provided in the content."
464,Skate- und Kartbahn,,True,False,"No track length information was found in either the website content or customer reviews. For 'is_indoor' and 'is_outdoor', there is no explicit mention in the provided text. The inference for 'is_indoor' as true and 'is_outdoor' as false is based on the absence of any descriptions typically associated with outdoor tracks (e.g., weather dependency, open-air environment, scenic views), suggesting it is likely an indoor facility for consistent year-round operation, which is common for recreational karting. For 'is_multilevel', there is no mention of multiple levels, bridges, or elevation changes, which are features typically highlighted if present."
1777,TeamSport Go Karting Stoke,500.0,True,False,"The Website explicitly states '500M TRACK' and 'Multi-Level 500m circuit' multiple times, and consistently refers to the facility as an 'indoor karting track'. Customer reviews also mention 'interesting elevation changes', supporting the multi-level aspect."
2160,Dummy Grid,,,,"No data available (scrape failed, no reviews)"
266,Kartbahn Schönerlinde,,False,True,"Track length is not mentioned in either the website content or customer reviews. The 'START / ZIELLINIE BEI NACHT' image on the website and repeated mentions in reviews of 'asphalt', 'recently paved', and 'resurfaced road surface' strongly indicate an outdoor track. There is no mention of an indoor or multilevel track in either source."
